"","Variables","VIF"
"1","evpintr_avg",28.0210345792705
"2","frwlt_avg",5.6497361336735
"3","hflux_avg",12.3508360933909
"4","lai_avg",25.5426288765411
"5","qinfil_avg",16.7511607075736
"6","qv2m_avg",10.4969803199217
"7","swgnt_avg",9.12158952222488
"8","t2m_avg",389.163504751248
"9","ts_avg",2641.89075146863
"10","tsurf_avg",2207.28847032212
