var,cnt,sum,avg,
swgnt_avg,61,4246.2,69.6
qv2m_avg,58,3637.6,62.7
tsurf_avg,68,4260.4,62.7
ts_avg,81,4993.3,61.6
hflux_avg,62,3708.8,59.8
t2m_avg,73,4166.4,57.1
cldtot_avg,88,4963.5,56.4
qinfil_avg,76,4266.8,56.1
lai_avg,62,3461.6,55.8
tsat_avg,64,3548.8,55.5
