var,cnt,sum,avg,
swgnt_avg,41,2874.1,70.1
qv2m_avg,49,3191.4,65.1
tsurf_avg,51,3232.5,63.4
ts_avg,65,4046.1,62.2
hflux_avg,48,2937.8,61.2
frwlt_avg,51,2981.6,58.5
tsat_avg,47,2705.0,57.6
t2m_avg,52,2977.8,57.3
qinfil_avg,56,3139.6,56.1
lai_avg,41,2273.3,55.4
