var,cnt,sum,avg,
swgnt_avg,53,3715.9,70.1
qv2m_avg,55,3460.2,62.9
tsurf_avg,63,3953.2,62.7
ts_avg,73,4488.9,61.5
hflux_avg,52,3196.5,61.5
lai_avg,49,2795.2,57.0
t2m_avg,64,3606.0,56.3
evpintr_avg,63,3548.3,56.3
frwlt_avg,63,3516.3,55.8
qinfil_avg,64,3537.5,55.3
