"","rm","fc","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","AICc","delta.AICc","w.AIC","ncoef"
"1","1","L","rm.1_fc.L",0.785891758241758,NA,0.0339514982376031,0.0279714380578874,0.780926549707602,0.0392297037984676,NA,NA,0.0988304093567251,0.0822464256923938,0.0111111111111111,0.0248451997499977,1898.27592834269,40.2713960608914,1.35005915257187e-09,6
"2","2","L","rm.2_fc.L",0.785126923076923,NA,0.035007409677161,0.0287093566980914,0.780076783625731,0.0408333811993415,NA,NA,0.121052631578947,0.0826404973190152,0.0111111111111111,0.0248451997499977,1899.13773140323,41.1331991214331,8.77434366842516e-10,6
"3","3","L","rm.3_fc.L",0.783522527472527,NA,0.0356629692381639,0.0298586680586798,0.7784483625731,0.0422644979926942,NA,NA,0.121052631578947,0.0826404973190152,0.0111111111111111,0.0248451997499977,1900.45696908635,42.4524368045552,4.53676012921074e-10,6
"4","1","Q","rm.1_fc.Q",0.778985164835165,NA,0.0412945726187615,0.032087616990297,0.776479415204678,0.0459895373193584,NA,NA,0.109941520467836,0.0878799698115573,0.0111111111111111,0.0248451997499977,1899.14883368537,41.1443014035794,8.72577099052213e-10,6
"5","2","Q","rm.2_fc.Q",0.778213736263736,NA,0.0423501049427221,0.0315622389550334,0.775381812865497,0.0467009326646259,NA,NA,0.109941520467836,0.0878799698115573,0.0111111111111111,0.0248451997499977,1899.80650070399,41.8019684221954,6.28048571443631e-10,6
"6","3","Q","rm.3_fc.Q",0.777284615384615,NA,0.0435648245614035,0.031403946600732,0.774261286549708,0.0478515390853401,NA,NA,0.109941520467836,0.0878799698115573,0.0111111111111111,0.0248451997499977,1900.78017902419,42.7756467423976,3.85977217784517e-10,6
"7","1","LQ","rm.1_fc.LQ",0.838028021978022,NA,0.0272272963229993,0.0207998124978667,0.822830233918129,0.0277127628388231,NA,NA,0.121052631578947,0.0611803239943018,0.0111111111111111,0.0248451997499977,1858.0045322818,0,0.750197031497467,10
"8","2","LQ","rm.2_fc.LQ",0.831225274725275,NA,0.0239412827445326,0.024035010341326,0.814459824561404,0.0274214054164957,NA,NA,0.121052631578947,0.0611803239943018,0.0111111111111111,0.0248451997499977,1860.38704370392,2.38251142212789,0.227939483306247,8
"9","3","LQ","rm.3_fc.LQ",0.828411538461538,NA,0.0267468306897381,0.0229735098694686,0.805184269005848,0.0308785959285197,NA,NA,0.121052631578947,0.0469022618591527,0.0111111111111111,0.0248451997499977,1865.07556865578,7.07103637397972,0.0218634806285135,8
