"","Variables","VIF"
"1","evpsoil_avg",4.70178787048888
"2","evptrns_avg",10.4599514932613
"3","frwlt_avg",5.7498508273737
"4","hflux_avg",12.0739929982547
"5","prevtot_avg",9.55996910214348
"6","qv2m_avg",20.4724374053022
"7","swgnt_avg",8.25174545881745
"8","t2m_avg",322.901098159575
"9","ts_avg",3407.11822100546
"10","tsurf_avg",2902.04582178713
