"","Variables","VIF"
"1","evpsoil_avg",3.70652754311191
"2","evptrns_avg",8.33036381476638
"3","frwlt_avg",5.50582588293571
"4","hflux_avg",7.69907659320777
"5","prevtot_avg",4.38335908017808
"6","swgnt_avg",4.75154037476226
"7","tsurf_avg",2.77044360571485
