var,cnt,sum,avg,
swgnt_avg,31,2178.4,70.3
qv2m_avg,37,2389.3,64.6
tsurf_avg,45,2780.1,61.8
frwlt_avg,38,2346.6,61.8
hflux_avg,43,2619.2,60.9
ts_avg,54,3230.1,59.8
tsat_avg,36,2023.8,56.2
cldtot_avg,39,2178.8,55.9
t2m_avg,39,2178.2,55.9
lai_avg,34,1881.7,55.3
