var,cnt,sum,avg,
tsat_avg,6,419.8,70.0
swgnt_avg,7,475.9,68.0
tsurf_avg,10,674.1,67.4
grn_avg,9,599.2,66.6
t2m_avg,9,597.1,66.3
cldtot_avg,9,587.4,65.3
frwlt_avg,12,767.8,64.0
qv2m_avg,8,511.7,64.0
hflux_avg,14,889.1,63.5
ts_avg,15,935.1,62.3
