var,cnt,sum,avg,
swgnt_avg,73,5137.4,70.4
tsurf_avg,74,4627.0,62.5
hflux_avg,73,4479.9,61.4
ts_avg,89,5426.6,61.0
qv2m_avg,74,4429.9,59.9
t2m_avg,83,4713.0,56.8
lai_avg,69,3888.0,56.3
qinfil_avg,87,4887.7,56.2
cldtot_avg,98,5456.3,55.7
evpintr_avg,88,4893.3,55.6
