"Maximum.training.sensitivity.plus.specificity.cumulative.threshold",16.6037
"Maximum.training.sensitivity.plus.specificity.Cloglog.threshold",0.3739
"Maximum.training.sensitivity.plus.specificity.area",0.4177
"Maximum.training.sensitivity.plus.specificity.training.omission",0.0538
