var,cnt,sum,avg,
swgnt_avg,18,1193.6,66.3
tsurf_avg,19,1248.7,65.7
ts_avg,28,1836.4,65.6
qv2m_avg,17,1088.3,64.0
frwlt_avg,20,1249.1,62.5
hflux_avg,24,1416.5,59.0
t2m_avg,23,1325.5,57.6
prevtot_avg,14,797.4,57.0
evptrns_avg,9,506.7,56.3
evpsoil_avg,20,1111.6,55.6
