var,cnt,sum,avg,
swgnt_avg,24,1649.4,68.7
qv2m_avg,28,1874.7,67.0
frwlt_avg,31,2028.8,65.4
ts_avg,38,2438.3,64.2
tsurf_avg,27,1702.8,63.1
hflux_avg,33,1986.5,60.2
prevtot_avg,17,972.0,57.2
t2m_avg,33,1858.5,56.3
evptrns_avg,20,1116.1,55.8
evpsoil_avg,30,1655.0,55.2
