species,longitude,latitude
Cassins_Sparrow,-102.85072,31.278166
Cassins_Sparrow,-97.292175,27.924047
Cassins_Sparrow,-101.24943,33.66087
Cassins_Sparrow,-104.769165,31.98606
Cassins_Sparrow,-98.016884,30.292423
Cassins_Sparrow,-103.83179,40.538853
Cassins_Sparrow,-99.84977,28.946022
Cassins_Sparrow,-99.85663,35.223797
Cassins_Sparrow,-102.81803,33.117237
Cassins_Sparrow,-106.48694,31.73944
Cassins_Sparrow,-108.56157,32.638363
Cassins_Sparrow,-109.49043,32.05086
Cassins_Sparrow,-97.8554,31.20135
Cassins_Sparrow,-104.039665,41.176846
Cassins_Sparrow,-99.24423,30.2999
Cassins_Sparrow,-104.353325,32.18478
Cassins_Sparrow,-102.33982,40.447826
Cassins_Sparrow,-101.67323,35.551643
Cassins_Sparrow,-101.382,34.3477
Cassins_Sparrow,-106.0988,33.077423
Cassins_Sparrow,-101.120415,34.348827
Cassins_Sparrow,-100.99504,34.22786
Cassins_Sparrow,-98.58346,34.735577
Cassins_Sparrow,-108.289,31.193
Cassins_Sparrow,-103.04616,35.178474
Cassins_Sparrow,-106.709366,32.329693
Cassins_Sparrow,-109.09922,31.772861
Cassins_Sparrow,-108.42781,30.77936
Cassins_Sparrow,-103.26874,33.5906
Cassins_Sparrow,-104.10267,35.838135
Cassins_Sparrow,-101.69574,33.935604
Cassins_Sparrow,-100.80267,35.196625
Cassins_Sparrow,-111.28054,31.50456
Cassins_Sparrow,-99.8247,32.428658
Cassins_Sparrow,-98.23888,27.7639
Cassins_Sparrow,-97.70135,26.772102
Cassins_Sparrow,-101.39187,31.1784
Cassins_Sparrow,-100.83784,33.762127
Cassins_Sparrow,-104.13872,30.717636
Cassins_Sparrow,-111.201866,31.691832
Cassins_Sparrow,-105.77563,32.59259
Cassins_Sparrow,-103.814606,33.417637
Cassins_Sparrow,-97.41711,27.587023
Cassins_Sparrow,-110.51038,31.59073
Cassins_Sparrow,-98.5464,28.91805
Cassins_Sparrow,-104.11606,33.6695
Cassins_Sparrow,-105.162094,33.348557
Cassins_Sparrow,-101.383896,33.675808
Cassins_Sparrow,-104.16412,39.269474
Cassins_Sparrow,-103.62625,30.317986
Cassins_Sparrow,-103.267365,39.1534
Cassins_Sparrow,-110.35217,31.721159
Cassins_Sparrow,-103.16216,32.842068
Cassins_Sparrow,-98.8667,29.04694
Cassins_Sparrow,-105.7287,32.02185
Cassins_Sparrow,-100.57194,32.736607
Cassins_Sparrow,-104.81232,36.897194
Cassins_Sparrow,-101.93796,33.840183
Cassins_Sparrow,-103.53507,39.03611
Cassins_Sparrow,-99.91374,29.609694
Cassins_Sparrow,-100.704315,20.868849
Cassins_Sparrow,-100.8617,37.970726
Cassins_Sparrow,-108.3544,31.92503
Cassins_Sparrow,-99.152985,29.840645
Cassins_Sparrow,-103.7193,30.9618
Cassins_Sparrow,-106.56447,33.95603
Cassins_Sparrow,-102.71447,36.733543
Cassins_Sparrow,-102.29841,33.489395
Cassins_Sparrow,-104.24721,30.538017
Cassins_Sparrow,-103.038,40.598
Cassins_Sparrow,-102.69027,40.871857
Cassins_Sparrow,-110.355415,31.467258
Cassins_Sparrow,-105.93752,32.820164
Cassins_Sparrow,-99.78522,37.393345
Cassins_Sparrow,-103.97042,36.867542
Cassins_Sparrow,-111.34231,32.086063
Cassins_Sparrow,-98.02757,28.197927
Cassins_Sparrow,-105.041,26.0631
Cassins_Sparrow,-104.57962,40.584568
Cassins_Sparrow,-107.46805,36.146217
Cassins_Sparrow,-102.44382,37.12638
Cassins_Sparrow,-107.59426,31.226013
Cassins_Sparrow,-99.239716,33.04211
Cassins_Sparrow,-106.39469,32.349644
Cassins_Sparrow,-105.15839,35.548847
Cassins_Sparrow,-97.50237,28.909798
Cassins_Sparrow,-96.22307,29.73457
Cassins_Sparrow,-101.90816,30.917053
Cassins_Sparrow,-98.69225,30.60118
Cassins_Sparrow,-99.82539,34.99213
Cassins_Sparrow,-99.71611,35.74548
Cassins_Sparrow,-99.876495,36.268913
Cassins_Sparrow,-101.071815,33.49548
Cassins_Sparrow,-103.68828,40.744656
Cassins_Sparrow,-103.162994,39.128998
Cassins_Sparrow,-106.873695,34.391815
Cassins_Sparrow,-110.959,31.388
Cassins_Sparrow,-103.42185,35.389835
Cassins_Sparrow,-111.32429,31.573526
Cassins_Sparrow,-108.24777,30.901228
